Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Model Feature,Model Output,Column Alias,OHE,Value Encoding,Missing Data Remap?,Remap Value,Fill Zeros,Numeric
RFXC031,Reflex Compliance Array Data Point 031,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC032,Reflex Compliance Array Data Point 032,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC033,Reflex Compliance Array Data Point 033,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC034,Reflex Compliance Array Data Point 034,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC035,Reflex Compliance Array Data Point 035,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC036,Reflex Compliance Array Data Point 036,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC037,Reflex Compliance Array Data Point 037,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC038,Reflex Compliance Array Data Point 038,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC039,Reflex Compliance Array Data Point 039,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC040,Reflex Compliance Array Data Point 040,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC041,Reflex Compliance Array Data Point 041,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC042,Reflex Compliance Array Data Point 042,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC043,Reflex Compliance Array Data Point 043,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC044,Reflex Compliance Array Data Point 044,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC045,Reflex Compliance Array Data Point 045,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC046,Reflex Compliance Array Data Point 046,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC047,Reflex Compliance Array Data Point 047,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC048,Reflex Compliance Array Data Point 048,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC049,Reflex Compliance Array Data Point 049,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC050,Reflex Compliance Array Data Point 050,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC051,Reflex Compliance Array Data Point 051,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC052,Reflex Compliance Array Data Point 052,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC053,Reflex Compliance Array Data Point 053,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC054,Reflex Compliance Array Data Point 054,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC055,Reflex Compliance Array Data Point 055,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC056,Reflex Compliance Array Data Point 056,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC057,Reflex Compliance Array Data Point 057,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC058,Reflex Compliance Array Data Point 058,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC059,Reflex Compliance Array Data Point 059,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC060,Reflex Compliance Array Data Point 060,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC061,Reflex Compliance Array Data Point 061,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC062,Reflex Compliance Array Data Point 062,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC063,Reflex Compliance Array Data Point 063,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC064,Reflex Compliance Array Data Point 064,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC065,Reflex Compliance Array Data Point 065,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC066,Reflex Compliance Array Data Point 066,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC067,Reflex Compliance Array Data Point 067,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC068,Reflex Compliance Array Data Point 068,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC069,Reflex Compliance Array Data Point 069,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC070,Reflex Compliance Array Data Point 070,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC071,Reflex Compliance Array Data Point 071,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC072,Reflex Compliance Array Data Point 072,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC073,Reflex Compliance Array Data Point 073,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC074,Reflex Compliance Array Data Point 074,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC075,Reflex Compliance Array Data Point 075,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC076,Reflex Compliance Array Data Point 076,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC077,Reflex Compliance Array Data Point 077,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC078,Reflex Compliance Array Data Point 078,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC079,Reflex Compliance Array Data Point 079,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC080,Reflex Compliance Array Data Point 080,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC081,Reflex Compliance Array Data Point 081,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC082,Reflex Compliance Array Data Point 082,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC083,Reflex Compliance Array Data Point 083,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC084,Reflex Compliance Array Data Point 084,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC085,Reflex Compliance Array Data Point 085,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC086,Reflex Compliance Array Data Point 086,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC087,Reflex Compliance Array Data Point 087,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC088,Reflex Compliance Array Data Point 088,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC089,Reflex Compliance Array Data Point 089,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC090,Reflex Compliance Array Data Point 090,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC091,Reflex Compliance Array Data Point 091,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC092,Reflex Compliance Array Data Point 092,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC093,Reflex Compliance Array Data Point 093,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC094,Reflex Compliance Array Data Point 094,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC095,Reflex Compliance Array Data Point 095,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC096,Reflex Compliance Array Data Point 096,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC097,Reflex Compliance Array Data Point 097,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC098,Reflex Compliance Array Data Point 098,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC099,Reflex Compliance Array Data Point 099,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC100,Reflex Compliance Array Data Point 100,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC101,Reflex Compliance Array Data Point 101,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC102,Reflex Compliance Array Data Point 102,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC103,Reflex Compliance Array Data Point 103,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC104,Reflex Compliance Array Data Point 104,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC105,Reflex Compliance Array Data Point 105,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC106,Reflex Compliance Array Data Point 106,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC107,Reflex Compliance Array Data Point 107,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC108,Reflex Compliance Array Data Point 108,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC109,Reflex Compliance Array Data Point 109,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC110,Reflex Compliance Array Data Point 110,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC111,Reflex Compliance Array Data Point 111,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC112,Reflex Compliance Array Data Point 112,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC113,Reflex Compliance Array Data Point 113,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC114,Reflex Compliance Array Data Point 114,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC115,Reflex Compliance Array Data Point 115,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC116,Reflex Compliance Array Data Point 116,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC117,Reflex Compliance Array Data Point 117,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC118,Reflex Compliance Array Data Point 118,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC119,Reflex Compliance Array Data Point 119,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC120,Reflex Compliance Array Data Point 120,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC121,Reflex Compliance Array Data Point 121,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC122,Reflex Compliance Array Data Point 122,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC123,Reflex Compliance Array Data Point 123,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC124,Reflex Compliance Array Data Point 124,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC125,Reflex Compliance Array Data Point 125,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC126,Reflex Compliance Array Data Point 126,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC127,Reflex Compliance Array Data Point 127,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC128,Reflex Compliance Array Data Point 128,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC129,Reflex Compliance Array Data Point 129,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC130,Reflex Compliance Array Data Point 130,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC131,Reflex Compliance Array Data Point 131,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC132,Reflex Compliance Array Data Point 132,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC133,Reflex Compliance Array Data Point 133,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC134,Reflex Compliance Array Data Point 134,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC135,Reflex Compliance Array Data Point 135,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC136,Reflex Compliance Array Data Point 136,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC137,Reflex Compliance Array Data Point 137,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC138,Reflex Compliance Array Data Point 138,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC139,Reflex Compliance Array Data Point 139,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC140,Reflex Compliance Array Data Point 140,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC141,Reflex Compliance Array Data Point 141,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC142,Reflex Compliance Array Data Point 142,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC143,Reflex Compliance Array Data Point 143,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC144,Reflex Compliance Array Data Point 144,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC145,Reflex Compliance Array Data Point 145,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC146,Reflex Compliance Array Data Point 146,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC147,Reflex Compliance Array Data Point 147,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC148,Reflex Compliance Array Data Point 148,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC149,Reflex Compliance Array Data Point 149,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC150,Reflex Compliance Array Data Point 150,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC151,Reflex Compliance Array Data Point 151,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC152,Reflex Compliance Array Data Point 152,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC153,Reflex Compliance Array Data Point 153,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC154,Reflex Compliance Array Data Point 154,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC155,Reflex Compliance Array Data Point 155,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC156,Reflex Compliance Array Data Point 156,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC157,Reflex Compliance Array Data Point 157,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC158,Reflex Compliance Array Data Point 158,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC159,Reflex Compliance Array Data Point 159,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC160,Reflex Compliance Array Data Point 160,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC161,Reflex Compliance Array Data Point 161,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC162,Reflex Compliance Array Data Point 162,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC163,Reflex Compliance Array Data Point 163,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC164,Reflex Compliance Array Data Point 164,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC165,Reflex Compliance Array Data Point 165,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC166,Reflex Compliance Array Data Point 166,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC167,Reflex Compliance Array Data Point 167,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC168,Reflex Compliance Array Data Point 168,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC169,Reflex Compliance Array Data Point 169,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXC170,Reflex Compliance Array Data Point 170,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXLEVEL,The frequency which was tested.,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXRFXDC,Reflex Detected,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXSEAR,The ear which was tested.,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT001,Reflex Time Array Data Point 001,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT002,Reflex Time Array Data Point 002,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT003,Reflex Time Array Data Point 003,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT004,Reflex Time Array Data Point 004,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT005,Reflex Time Array Data Point 005,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT006,Reflex Time Array Data Point 006,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT007,Reflex Time Array Data Point 007,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT008,Reflex Time Array Data Point 008,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT009,Reflex Time Array Data Point 009,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT010,Reflex Time Array Data Point 010,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT011,Reflex Time Array Data Point 011,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT012,Reflex Time Array Data Point 012,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT013,Reflex Time Array Data Point 013,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT014,Reflex Time Array Data Point 014,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT015,Reflex Time Array Data Point 015,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT016,Reflex Time Array Data Point 016,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT017,Reflex Time Array Data Point 017,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT018,Reflex Time Array Data Point 018,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT019,Reflex Time Array Data Point 019,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT020,Reflex Time Array Data Point 020,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT021,Reflex Time Array Data Point 021,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT022,Reflex Time Array Data Point 022,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT023,Reflex Time Array Data Point 023,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT024,Reflex Time Array Data Point 024,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT025,Reflex Time Array Data Point 025,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT026,Reflex Time Array Data Point 026,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT027,Reflex Time Array Data Point 027,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT028,Reflex Time Array Data Point 028,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT029,Reflex Time Array Data Point 029,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT030,Reflex Time Array Data Point 030,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT031,Reflex Time Array Data Point 031,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT032,Reflex Time Array Data Point 032,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT033,Reflex Time Array Data Point 033,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT034,Reflex Time Array Data Point 034,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT035,Reflex Time Array Data Point 035,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT036,Reflex Time Array Data Point 036,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT037,Reflex Time Array Data Point 037,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT038,Reflex Time Array Data Point 038,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT039,Reflex Time Array Data Point 039,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT040,Reflex Time Array Data Point 040,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT041,Reflex Time Array Data Point 041,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT042,Reflex Time Array Data Point 042,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT043,Reflex Time Array Data Point 043,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT044,Reflex Time Array Data Point 044,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT045,Reflex Time Array Data Point 045,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT046,Reflex Time Array Data Point 046,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT047,Reflex Time Array Data Point 047,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT048,Reflex Time Array Data Point 048,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT049,Reflex Time Array Data Point 049,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT050,Reflex Time Array Data Point 050,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT051,Reflex Time Array Data Point 051,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT052,Reflex Time Array Data Point 052,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT053,Reflex Time Array Data Point 053,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT054,Reflex Time Array Data Point 054,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT055,Reflex Time Array Data Point 055,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT056,Reflex Time Array Data Point 056,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT057,Reflex Time Array Data Point 057,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT058,Reflex Time Array Data Point 058,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT059,Reflex Time Array Data Point 059,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT060,Reflex Time Array Data Point 060,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT061,Reflex Time Array Data Point 061,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT062,Reflex Time Array Data Point 062,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT063,Reflex Time Array Data Point 063,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT064,Reflex Time Array Data Point 064,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT065,Reflex Time Array Data Point 065,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
RFXT066,Reflex Time Array Data Point 066,AUXAR_J,Audiometry - Acoustic Reflex,2017,2018,Examination,,,,,,,,,,
